account_id,customer_id,account_type,balance_usd,open_date
ACC4OGY9ZDN8NGR,CUSH4RZLJEX0ACM,Business,77022.02,2019-09-09
ACCI1CH8EZIM8ZH,CUSCMA2NTQD8EF7,Business,91702.77,2020-10-30
ACCBPRWGFMG09E8,CUSGEA7LW9X6S24,Business,40482.14,2025-03-29
ACCQ0PXGD4Y6VCF,CUSVTJA0ASSNH2O,Checking,179944.15,2022-04-17
ACCROXU15N2AF4L,CUSXSGE6TSG0T85,Checking,53395.66,2024-11-11
ACCRDN27PSAB8N0,CUSUE9WAKFSUE55,Business,79854.59,2023-09-28
ACCJIIXIXD8DSHF,CUSQ0WPBMW6EH42,Savings,45273.11,2025-06-26
ACCLBIPWY3YLMGV,CUSWMK628DZ4OT5,Business,114885.24,2023-04-06
ACCSHIUACPH7BYT,CUSYZ0P76E9P1P7,Savings,175590.26,2020-07-21
ACC6PFXJ9BIZ7FM,CUSDBCL3VLNB8LK,Checking,8471.92,2024-02-10
ACC8SM5UIFHT8OM,CUSRUVRQ5VBANJH,Savings,32341.51,2022-06-04
ACCPKX5IHE17MWH,CUS1VVDUN9QICDQ,Savings,99255.24,2025-04-30
ACCZBRI2VHT23D4,CUSH05DFLAD0FZT,Checking,40742.97,2023-12-01
ACCAUZQ5BK16O8T,CUSUC319GZAEN7L,Checking,148863.3,2020-09-29
ACCNQU429UXZ267,CUSMU5TUCFVYPPB,Checking,50412.52,2023-04-21
ACCUHB26QO83D9A,CUSOHVUOOSY24NR,Savings,58058.08,2020-12-02
ACC82XJOATCGDIS,CUS4KWYPDJ4YR52,Savings,169014.65,2019-01-18
ACCMLOWNNS6T99M,CUSIEGVNVMMDONW,Savings,130594.44,2019-08-18
ACCWD7KHK5JULFH,CUS23GPTBT5EJTH,Business,173427.71,2025-07-11
ACCDCX1DB26K0BH,CUS6I9SUOB4X7K0,Savings,178171.64,2019-01-24
ACCDM617RIKYVDR,CUSEM0YLWV08X1C,Savings,128376.54,2025-09-23
ACCM1L84RK5RFVF,CUSAN3VT7YJXPT3,Business,123104.28,2020-06-22
ACCD7358DHDIYOF,CUSKX7S7AUGL8TN,Savings,137889.34,2019-07-20
ACCJRK4JR2V5DIX,CUS7LJ5MV6B6RJ0,Checking,96181.67,2025-08-24
ACCA84SFJ9C8524,CUSHS8XI3T79N9W,Savings,20730.32,2022-11-30
ACCUR684SESKBOM,CUS3DAOVHMGY24A,Business,156753.68,2019-07-25
ACCELXQYVJNVQ9O,CUSAON7QIYW9J1V,Checking,169591.22,2019-07-11
ACC6CRLR42BJ0XJ,CUSC6S79V5QTBIA,Checking,154807.84,2020-07-16
ACC15VOHV3WZMIM,CUSQCRKM1T9ZT6X,Checking,1455.94,2020-11-10
ACCKEOXKK2TEC9T,CUSXTB3KT1YB9JA,Savings,82689.31,2019-08-20
ACCCWKA5CXDW4HU,CUSOPY2MM2QSUJ6,Checking,199387.6,2019-04-07
ACCSWDEJV2M5L1G,CUS89LGZPJC57Q2,Checking,46517.53,2024-11-11
ACCYGNE4V006FEK,CUS5BHUNEIREK8Z,Business,64683.9,2022-04-23
ACCX7COHTC8CH5I,CUSLAZ84KYL46DR,Savings,81810.02,2019-05-23
ACC0RU7AKRAK7QP,CUS9NKSP2ID5WG4,Checking,152811.44,2021-10-18
ACCVRNERDFF7638,CUS0YWQ7AN7P72I,Checking,170109.23,2023-10-17
ACCRCIZDNKCFH3I,CUSSGCBPKI3ZMWH,Savings,3979.24,2020-01-07
ACCAVM05QGU1MB0,CUSXHQL1LVKP5MS,Checking,172976.78,2021-07-09
ACCZP0TL5H05J9L,CUSSAGJF37HZM15,Savings,142938.39,2019-05-16
ACC6BC7G68ZHKUM,CUSEWIBE56N8G7B,Business,121056.1,2019-03-29
ACC2KZEV5CAMJKI,CUSWFDA7CFMZFFY,Checking,94451.02,2024-02-07
ACC6XIF9BB83AA2,CUSOAHBF47EQ5RW,Checking,111645.55,2019-02-13
ACC0P1L22JYQISR,CUSYK21F5JLJRSE,Checking,194082.57,2023-07-28
ACCE8CF8CU09WNI,CUS6PBE6SXIU5G3,Business,88759.61,2022-11-08
ACCHEQZIPXY8AEE,CUSBLIXRRGPU2GS,Business,56467.17,2022-05-26
ACCIRSQC06EXOPI,CUSLN4655F8I3AC,Checking,171528.32,2022-10-30
ACCAC64ON9NRB5H,CUSQLS7KQSJ8P0E,Savings,20543.85,2021-07-05
ACCNBA7XRM3UZ13,CUSM85SPHUQYK25,Business,5954.84,2021-10-27
ACC63POG1DHXJJN,CUSU4J888HZ2BO3,Savings,93899.23,2022-04-19
ACC26VQ2DDWM6VO,CUSF3NPI9KURFW1,Savings,26360.75,2024-05-29
ACCO5E2X7IS0007,CUSEN41SH57NS4Y,Business,104538.28,2023-07-20
ACCIH2P4WCNRJ7O,CUS9EA9PCN6XGKJ,Checking,136547.63,2025-09-28
ACC1Q6G22G760EL,CUSSPWKSPJTA53N,Checking,59547.39,2025-12-20
ACCZT5692TBWECU,CUS1E6614R5MVGS,Business,78572.31,2024-09-18
ACCTVJWGRHVC7XF,CUSP3YUQY1KYR51,Business,96353.28,2024-11-22
ACCK5G83VJ3X7HL,CUS7EVQ5631495F,Savings,24632.87,2024-07-14
ACCJONCZJ3E1DEE,CUS6SCG21BI4IFW,Savings,51678.52,2025-08-08
ACC2FEG7NI0SPTR,CUSSXOSCCX16BCQ,Savings,7885.21,2020-02-20
ACCW8HSGKIMS68J,CUS9CWQ5L5FWQQK,Business,76991.02,2021-11-18
ACCQH4O4CKMMU02,CUSI8EI6KNCBRQR,Savings,186849.24,2021-08-17
ACC9S0DVB1EJJR0,CUSJPZQSGUGPIVH,Business,163828.44,2021-09-12
ACCQBDVJWHL4YWM,CUSCODSV8LL24MR,Savings,89529.5,2020-01-13
ACC15O1GBBYX263,CUSOPVWL5FD0GGR,Savings,3829.96,2025-03-30
ACCP9VDX3UZ4JIN,CUSSI6GZWER3CAC,Business,15997.87,2019-04-15
ACCKM1YZDEXPA2M,CUSIC8L19E5UIWF,Checking,42849.18,2020-09-20
ACC9450O0F8O6DD,CUSD4KLAPPE3HXE,Checking,159617.68,2021-05-21
ACC4KGSTYVL3484,CUSNRQZXE3P3OOL,Checking,152021.45,2024-11-24
ACCNRC2PFSWYDFN,CUSGTUCQYQQPYLY,Business,190917.83,2021-03-28
ACCMGQQ89GY1HSK,CUSEKXP3M6M7W6L,Checking,106687.01,2022-01-27
ACC8NDLJCGJGHW3,CUS426HIOFUJPDP,Checking,41086.12,2020-01-01
ACCH2258AUP6PV4,CUS98YMIHOYO1XE,Business,22375.41,2024-12-06
ACCSEZEQ3GNNQTA,CUS0FQXU7VL7KBQ,Checking,106898.51,2020-10-05
ACCT64HUZ1FOMAP,CUS3YP8JTCEFK28,Checking,172728.6,2021-12-01
ACCSSCPMIY3V48F,CUS5R4CLKR0VGKP,Savings,113533.94,2024-04-07
ACCY5S1E6HVR167,CUSBN3N160NQZIQ,Business,18836.16,2021-06-01
ACCDGCJLVXG2KY1,CUSVY8OO7QIYSBT,Business,136990.29,2019-01-03
ACC42964FZ5TEU0,CUS9ZAEJEBM1BVL,Checking,159114.39,2022-05-19
ACCVMBOU51148OY,CUS7ON5LKSD6Z45,Business,63793.69,2025-07-11
ACCTB6WTG4TGX7P,CUS8T51KX8LM2QR,Business,111328.61,2022-05-30
ACCL374HGWQKVWN,CUSHAT1NQWJHPO5,Business,2433.81,2022-09-01
ACCRXN3IB29SKB1,CUSH2LZROVD5S03,Business,167945.04,2024-03-12
ACCJVJWEDFBZWC5,CUSH34L0B3GY14H,Savings,182981.93,2019-10-08
ACCX37HG224S5RL,CUSSU7EWH1K4UMP,Savings,146281.96,2020-09-09
ACCYVAYQNAU45GD,CUSLUSZLVZXVI27,Business,136519.18,2021-10-30
ACCCQ54K5CZZUT0,CUSUY7EW1TMIK5Z,Savings,19994.26,2022-02-21
ACCRD1C9IAESHEJ,CUSB1TFQITUW190,Savings,120582.12,2021-12-24
ACCAV5ARYNIOJJ7,CUSOAG13H5RO6ZL,Checking,55205.83,2024-08-30
ACCW5EVO8TS0VPQ,CUS4HRI4G32GYPY,Checking,81307.71,2021-12-05
ACCUX2YS5L5EMTM,CUSTE0TEKX5RYM5,Business,109250.53,2021-12-01
ACC92EKFZR0K2YX,CUS4F4CC88JRPP2,Business,105088.73,2021-06-26
ACC9OQ7R6JXZNG1,CUSJBFATGDJ4MM1,Checking,193493.91,2020-09-06
ACC3Z7GBERKW4VC,CUS0MIRNO6P2HFD,Checking,119979.85,2019-02-22
ACCOSL9BUTJFCYY,CUSG7KLY85AKY9M,Checking,50519.48,2021-05-12
ACCTOFC0EN3WUW9,CUSZV9DLU38LCCQ,Savings,61024.13,2020-12-04
ACCJM645QT6J4ZM,CUSO3PTS2MYP2VF,Checking,84598.33,2023-02-08
ACCEU4SUQY8LYGR,CUS4VXV4AH2ZPD0,Savings,83954.8,2021-02-23
ACCCULTC086EQCR,CUSNQGNRHP36KY6,Checking,63280.45,2019-06-12
ACCVN40TIKRO8C4,CUSBQM05TVP8YOE,Checking,131813.29,2022-07-23
ACCLX0AMW29J1P2,CUS4O9HAXHF72BY,Savings,98252.44,2022-02-14
ACC2L25IP2QPCLI,CUS6APM34BRM0Y5,Business,165950.49,2021-09-06
ACC9NR0R00KBXZM,CUS5CRLFDOB10P0,Checking,121606.82,2024-11-30
ACC2W6J05MUPLXF,CUSIQ9DYEDT4K62,Checking,149061.17,2020-04-07
ACCFZZQ0WLAL07S,CUSW8MYZDCQR8ZM,Savings,62964.64,2024-02-07
ACCO2XEKF6DWN52,CUSON268LF4L7B8,Checking,174382.01,2023-06-20
ACC1MD3IL9R43IG,CUSI22NV01ZDERI,Business,72638.12,2025-01-21
ACC2Z0L2O5QAQ56,CUSW11SU1U4ZXNQ,Business,186082.98,2020-06-02
ACCCP5OR1PH1M50,CUSIKRAX1O2FY72,Checking,163500.67,2019-10-14
ACCD27A42W6VUM9,CUSZPBKOISACWPV,Checking,129930.98,2019-12-14
ACCRHOOVD55GANO,CUSA8OVL5D8Z6PL,Checking,140610.63,2024-05-20
ACCMYFD9WAD52OG,CUSXGH42MNKVGY9,Business,21947.07,2022-01-08
ACCYOFNMVYPBHQV,CUS7LSY2SQFPJTE,Checking,35897.32,2019-08-04
ACC3HALZWP45HG6,CUSCC26N4UW4LN7,Savings,117474.04,2023-02-10
ACCFOI8KLOR7RGZ,CUS8A35UJWIZ5R2,Savings,161362.21,2025-11-08
ACC97BINYS3KQ9J,CUSVQ14UKB8KNYQ,Business,30955.01,2022-12-22
ACCCTSNHQCLT3X1,CUSNPKIR1AJ1DAB,Business,4612.91,2025-11-02
ACCM13EDKPYQCVS,CUSU6K6RE5RF104,Business,136871.26,2020-09-08
ACC1JQQFAB3HNYX,CUSHTYPJYZZP7U7,Business,180635.87,2019-12-21
ACCX9NA8GQLX5U8,CUSEWNT0HIMAHNB,Savings,101354.86,2023-12-31
ACCWKNDC2YS2BR8,CUS6WBT3O68CPKP,Business,48636.69,2019-02-03
ACCFXWKZNM56JDQ,CUSENY6L4YCVR6U,Savings,89148.88,2022-05-30
ACCXHAR9CUFLQFV,CUSH36MOTCG06XR,Savings,42036.19,2021-11-24
ACCBITIIZZ4AG2N,CUS5ZCSNRFZDFBJ,Savings,182239.13,2019-01-05
ACC6ERX8H5NR374,CUSD2CTU632E29P,Business,65421.1,2025-05-27
ACCZRA4DZKUURUL,CUSKN5Z1LYHBW53,Checking,146736.27,2021-01-31
ACCN96EP3ADNBHA,CUSYPNTRFZWKXXJ,Savings,181673.3,2020-03-08
ACC5N27W4I5DSKW,CUSMZKCVCI2STZY,Savings,4223.64,2025-08-09
ACCNUT6V66VUZ33,CUSI0ZXOQUUX9G1,Savings,134123.93,2025-03-29
ACCW0WUSZ03VIJM,CUSFQ68J9Z1H68I,Checking,94581.97,2019-02-12
ACCNAAKT6Z1NBPH,CUS4R8ETRN46CE8,Savings,63838.61,2024-04-01
ACCUVB8GC4UIXNT,CUSJ3WHYVDMEYNK,Checking,32553.49,2020-03-13
ACCYVTQ757ROAZW,CUSGXBKGFD3N5QQ,Checking,6779.76,2024-03-13
ACCSACD6BVOWDKS,CUSVMWY67MC25F1,Checking,17059.23,2019-04-04
ACCKYCHHM3D0GKV,CUS0CTX4QY1PB8Q,Checking,104690.26,2023-09-13
ACC8OWG6BRAXDG7,CUSVUWPOUV6GTKO,Checking,162551.97,2019-09-22
ACC9LWE1KMU5CQG,CUSQL77JWATFJOV,Business,128793.3,2023-06-05
ACCSNEVBDWGC1P8,CUSBKTFYP099I2I,Business,162108.27,2025-02-12
ACCU6VPQMOSR0GB,CUS0XQGYHW31VH4,Checking,29104.44,2020-05-31
ACCPNO0PFKAZVCT,CUS6LM4S909RAGM,Checking,47924.02,2025-06-12
ACCRUEWK4PXMM0Z,CUS0DUTAN05ZOIP,Business,173587.13,2023-07-17
ACCOT1VMR7QBL5W,CUS4GBKOULTPCDZ,Checking,53158.09,2022-09-19
ACC16O3V5Q67JJB,CUSNCRJAV6NICD2,Savings,175008.39,2025-07-27
ACCVC8TNCVJ47VB,CUSURW6N5XAE10M,Savings,117928.4,2024-04-08
ACCOUU7IDQAGD34,CUS7ICFN0N0XJM2,Checking,18925.26,2019-10-07
ACCSPHZV7ACD83D,CUSDDF8P1TOUUZY,Savings,56360.45,2022-03-29
ACCUL1L4VKM3VO7,CUS4W2D1L6BZ2PP,Business,20739.16,2024-10-20
ACCND1JGX8MXAEG,CUSTKIZIWWL0A9G,Savings,67921.83,2024-05-23
ACC3RG5K0FXCVX4,CUSRKC12BXW1U0J,Checking,180185.52,2019-05-28
ACC1PYDAC79XWC6,CUST0FZ8OZCB1TB,Checking,193452.86,2020-06-16
ACCQ9R10SN0HTQO,CUS9TWEM8OPG8DR,Business,114297.26,2023-10-04
ACCXOVYU83IL9FR,CUS0SAVLQX2WVZE,Checking,89777.73,2025-12-19
ACCBMKN3FY2D328,CUSTDQIJD44Y3NP,Savings,82012.25,2025-03-13
ACCN5XEXHQSA23Z,CUS45K48KWTGR0X,Business,20856.25,2024-08-25
ACCHW2ELICL8ZII,CUSVAHIHBH46K58,Checking,22570.42,2021-01-31
ACC2PT6G9PQF80V,CUSUZZAH5SS4E2P,Savings,198050.57,2024-05-18
ACC4D3LKDRFE738,CUS93U4TAIJYUD5,Checking,133241.84,2022-09-06
ACCYY4KVHCIWYSF,CUSOAKW9JZIUFPC,Business,34390.69,2024-03-26
ACC4H200LBKPHJ1,CUSHF5LOT04HDOR,Business,191529.91,2025-02-12
ACCT097AIC9IHYX,CUS65NS0TD217N7,Savings,12195.46,2021-05-13
ACCTVSZUZYCIXVP,CUSA1S09JD54C2Z,Savings,18140.99,2020-01-06
ACCSDFTL2SMYVIK,CUS1BQQLLN06UDT,Business,118633.35,2022-02-20
ACCN00I8SY5YH8R,CUSKHOMROX39E0V,Savings,105829.29,2025-09-22
ACCSR74PMLCSWAK,CUSIK1F25O2J5XS,Checking,178613.48,2023-02-03
ACCOCDV4XG1X19P,CUSBC5550719569,Business,63263.68,2019-05-15
ACCHNE6MGLEMLB7,CUSUJ69CCDJKDWE,Checking,70339.2,2025-02-09
ACCDVBB5G2H6VGW,CUSF7QRPNUVND2C,Checking,81001.44,2019-06-24
ACCMPMJGVR2KJTH,CUSN8K7FDT3UIO3,Business,72915.52,2022-10-29
ACC44Y65PH73E74,CUSU6ATTCU0PZAI,Checking,98128.69,2022-09-19
ACC4CHTOBVXI0U8,CUSZZCYLYP9C08D,Checking,140278.98,2020-12-29
ACCW12VKMMW6GVZ,CUSGH9VTNN8ZC6S,Savings,124747.62,2022-10-22
ACCFYC8W4U54XIQ,CUS1CVUPWTU40AV,Savings,122700.14,2025-12-21
ACCUW3ILN9ZWP3P,CUSF3QVML6ODVIB,Business,123831.25,2021-01-18
ACCTRN1PM5DPMZC,CUS1ABE8ULSNG0R,Savings,34459.72,2025-08-31
ACCC0R9EREE6XTG,CUSUES99ZTCCYOO,Checking,192044.42,2025-10-05
ACCDG54OMB8LJ41,CUSI4AZRMFCLS4N,Business,34122.53,2020-07-23
ACCTS2R8TWJ1TOT,CUSV7SKE71I7O0R,Savings,164255.78,2020-05-28
ACC3RT90GI9BHVU,CUSR6PM8HOCSEXG,Checking,129627.18,2021-06-16
ACCEFP7ZUPG4RT7,CUSQIE5EKNE4CAQ,Savings,16791.11,2020-11-13
ACCKYEMHQE7HNCC,CUSVE90626KUT5W,Checking,177234.3,2025-12-14
ACCRGSXVUDGBPH4,CUSS26P7IV3VPNF,Savings,128795.11,2020-11-12
ACCSLM0LG4Z6O1H,CUS5Z2CGHCD6F64,Checking,152808.73,2023-01-12
ACCZ2DUWUBT7KLC,CUSLR077JY60PRO,Business,106816.25,2025-12-08
ACCJQMBE0YN7Z0L,CUS5JJCOE23WT90,Checking,47128.03,2020-09-15
ACC6W32FVC7F8GH,CUSL6UFKY28NVQH,Checking,151052.63,2020-11-04
ACCOYX2W679DKH9,CUS9V7TZKR2TT1X,Savings,156369.45,2025-01-31
ACC6URL84EPYELG,CUSHPYNBIK8NX55,Business,87524.59,2020-07-26
ACC1SGXWQCJD6QQ,CUSPP4BTFGLQ346,Business,162268.05,2021-02-24
ACCWK9OJDZFKY2V,CUSBXQMHILQ2IAI,Business,103681.89,2019-01-19
ACCEX4AEAKPY1WA,CUS79VPFF6L0LWM,Savings,83444.23,2023-03-02
ACCYCN9FEQ80IXS,CUS6ZE50KWD0LBB,Business,55364.91,2023-06-20
ACCGDF28WAFUP5B,CUSI5RRWYFW6QY3,Checking,96981.11,2019-02-07
ACC6JK2V41A2GGM,CUSFMNMEUWMPI1V,Business,138864.97,2024-08-04
ACCJK02TD0VOS8Z,CUSMAB8LU8PGVGG,Business,69614.79,2024-06-09
ACC0JLZJX7ENY8V,CUSBQS6M128U9AH,Savings,151610.59,2021-12-25
ACC22NJ2EA21FQ4,CUSINSB5T4YTHJZ,Savings,86827.69,2025-11-19
ACC0F8POGG2WF5G,CUSMKAJ5I4VXMMH,Business,374.6,2021-08-14
ACC4X0J0T6IBI76,CUSYZPX2EB9RAPM,Checking,7868.38,2024-08-20
ACCI5CSTD2SMXYP,CUSJ9WWGDSK7PCP,Business,14124.47,2023-07-26
ACC76V5UESKALM4,CUSUZEXBM86Y7YF,Savings,165811.74,2020-07-21
ACCI91DB9DULT9J,CUS36U8UEIHX74D,Checking,54020.45,2023-05-25
ACCST2NUN4JGYYK,CUSLAEUO3CJB1Y2,Business,50008.28,2023-01-21
ACCW9NH5KMBG2NV,CUSNZQ9SAMECKLI,Savings,94750.34,2023-03-01
ACCG7CK8E626TOY,CUSBS9CWQQ2G1KV,Business,70678.08,2019-03-05
ACCG8U2CMHU2TF2,CUSOBKV4337J5LJ,Checking,12577.24,2023-06-18
ACCGVKMHZP7ZEMN,CUSQZRT1V6Z3SUW,Business,197429.65,2019-03-06
ACC1QXDUSV5MN28,CUSL0IHNUXG5S07,Savings,104826.0,2025-02-15
ACC0OQMUI1U19H7,CUSRY0QOWW3METM,Business,88985.63,2024-12-13
ACCEJB1MVKEIJ8X,CUS4MJMPF5CREU9,Savings,160923.12,2025-02-03
ACCOD0AO5QW38CN,CUSLTE0Y2Z591DA,Checking,127174.69,2021-01-24
ACCFYK7JTYVCZTU,CUS3265Q7T6X57L,Savings,139021.75,2025-05-13
ACCI90H69QVXJ0K,CUS6WUJYNSXYL2N,Savings,157894.37,2025-11-11
ACC41PUE8ICSTIZ,CUSN9BVOI3N2QUG,Checking,36956.63,2020-11-03
ACCQAXDD6ZGIJK4,CUSGAZWZ99IFF69,Savings,130554.9,2024-04-14
ACCQTVMXKM50KIV,CUSJPGFL8PBEJN1,Savings,193518.82,2025-10-17
ACC6T8V8B2RXAHR,CUSZQIDPCQJUSAS,Business,136443.11,2022-07-17
ACCHW5HZWSDTX91,CUSVTM9OJK9U1TK,Business,175649.95,2024-01-03
ACCBDHGP7G49TXD,CUSYTED6C040X2C,Savings,3740.0,2025-03-07
ACCYIDHZCSRAZJB,CUSOMAI4LB7U2UV,Business,53725.22,2023-09-05
ACCH22ZR4ZAUCU4,CUSU4H6P3PNX1OW,Savings,25192.31,2021-06-19
ACCGLP0QX3A3YE5,CUSE1J73W366EEN,Business,52705.68,2021-12-26
ACCGIZ3FA53S9GJ,CUS5JKQLI696YHW,Savings,196387.16,2020-01-20
ACCQL21ADKAXNR5,CUSDY20Q0NOLX33,Savings,141830.47,2024-03-09
ACCDOWT4PRHJUAP,CUSNQ7ZJSE0UODC,Savings,78687.79,2021-07-18
ACCBQS5E98F3N65,CUS3UAI2ZVBZKL3,Savings,192127.02,2022-10-09
ACCMVT49FZ1PKY3,CUSWSUL8U3UDS8B,Savings,164113.06,2025-06-21
ACCTMQYNOPUJ6XE,CUS99K9JVSKKEM1,Checking,26162.09,2021-12-16
ACCV1LZRE35E3JO,CUS7NY4G34FPCKX,Business,22022.67,2021-11-23
ACCBV13MZH3LT94,CUS4CEQGT5BGAYQ,Savings,157166.9,2021-05-28
ACCVSU9I5DM9DNT,CUSO4GKWWJWGABT,Business,194307.97,2021-06-14
ACCL7IZDH9M2I4W,CUS82K8RYQF8WXK,Business,93986.86,2022-05-06
ACCF939DLQR9BXL,CUSZ8366PZ8NTAR,Savings,1914.52,2025-01-22
ACC32JB4LLUJ2GL,CUSGIK3IKLO2DXJ,Checking,162424.55,2022-08-23
ACC9LCHDLTCIIPA,CUSBXC1BXYTWH29,Checking,153045.68,2020-02-15
ACCDWN5V4G94Q9L,CUSTTFAFTHJSTZN,Business,145038.79,2024-11-07
ACC2ZO95VH7RD1E,CUS8L33P4KP7PMP,Checking,31175.56,2025-12-26
ACCO5252M9U2KLM,CUSGT3JW319WNI6,Business,69779.92,2022-03-24
ACCKEIOZHK4PZU9,CUSQJGJPKUQBO71,Business,164011.13,2022-02-12
ACC50KOFHYH2U1B,CUS6W9K0MO9IC0N,Checking,76573.02,2021-11-11
ACCSUC34QEAA32R,CUS1JLOPO6J0M3L,Business,114176.71,2024-12-18
ACC40AFK6P4PT04,CUSHXH7OXXMGBFU,Business,179476.3,2023-04-02
ACCM1R0TU6LZTT5,CUSMWLRVMLWBYSE,Checking,169516.66,2019-10-14
ACC1NZACNTYCEUM,CUSJL7E347HNE9F,Checking,153002.92,2020-02-23
ACCO4RZ1Z5MV33S,CUSBKJVH5RRZ9JC,Checking,40014.21,2021-05-02
ACC8FVJPBCRIQ6Y,CUS9WQ9OCZDBTR6,Business,251.77,2023-05-06
ACC429YP3BTPKNM,CUS1RG73EM2I3XR,Checking,38761.63,2024-02-24
ACCSMY13N6CK41U,CUS38BKRV40OUVX,Checking,118727.33,2025-12-01
ACCLF4GV50AKGXI,CUSB12XMG98HDBX,Business,89399.44,2019-01-13
ACCDYMC98JCYOND,CUSPS5OVDSZYTZQ,Checking,11272.72,2019-03-13
ACCAH9UBWIOWJ7F,CUS0IJ67AUWDJ5P,Business,16462.78,2025-05-17
ACC7QXMH5OOEZKP,CUSTKNB5GQOABS2,Checking,74251.47,2024-04-24
ACCCV8IP83DYLO1,CUSNXJVOM6NZMQC,Savings,188626.78,2022-03-12
ACCRD97YG69HNCU,CUS1QKDQSTE411S,Business,97056.04,2021-04-20
ACCBTC0VXV8VD0P,CUSHBAXY72SB81U,Checking,45691.86,2022-08-30
ACCKL5RG1FLAHYP,CUSKNMO46XISHPZ,Checking,81473.66,2025-03-10
ACCUB9T63G117LF,CUSYDZ0B545K5Q5,Savings,47664.01,2025-01-30
ACCCLMYLRBHMDEB,CUSE5GV1BBCGCI5,Business,51649.38,2025-04-16
ACCOZRHV3WSJR17,CUSC83SG2H4QGTD,Checking,164431.94,2024-11-18
ACCNAWZ58UFBRP0,CUSX72TKMQTU0XA,Savings,116020.07,2024-09-02
ACCZHVIMDMN23LO,CUSJ0876024P4AO,Checking,3134.21,2021-02-24
ACC3BQDTSLNHYUF,CUSZ2UAWLFB6EDR,Business,15209.27,2019-04-17
ACCU95R2U1SIMKR,CUSMPGQO3VFUCIB,Business,78285.2,2021-08-11
ACC5S9YB76BL9K1,CUS207X7O9UQTD9,Savings,174897.4,2024-10-06
ACC2OGICUT9LUJC,CUSPK2CKBGTDIQP,Checking,45704.22,2020-07-25
ACCV7PE5T3UDQRB,CUSWI6MRI3KTBU7,Checking,147591.27,2024-03-30
ACC24U1MLSS97QE,CUSM9ULWTTJ8VI7,Business,66878.78,2022-08-29
ACC1GHS1N3F6DPV,CUSLEJ2O4I6BR5Z,Business,24340.17,2020-01-15
ACCME5O2CVIXH87,CUS14CAZDYO04LY,Checking,75953.51,2022-01-06
ACC9VGNR1QDQ10A,CUS3SMTW88WRI8Q,Savings,20555.62,2024-06-09
ACCML7MVF54PVK3,CUSFV9R9YRFATE4,Business,69216.93,2022-05-03
ACCI3JS4AB3N78J,CUSBNFW2EJVGRKQ,Checking,70939.59,2019-02-13
ACCOU6DZ1N0IASV,CUSVXFORDPUOPGF,Checking,30745.13,2025-07-23
ACC8GZYCI0NDH23,CUS3RK0CYO8NH2A,Checking,172895.09,2022-03-30
ACCWX1XFHQSKXC1,CUS3O7BLOVCXZD3,Business,25772.96,2025-11-05
ACC2HG4CGQ1S320,CUSJS37TMIRDMXM,Checking,59016.8,2021-10-14
ACC1BFXQ307M0UD,CUS47PHQEI99MPP,Business,99429.91,2021-02-27
ACCP6GL8A0LHVQP,CUSLDPSCREYKNMQ,Business,50946.03,2021-01-23
ACCD70NWEJEVEN5,CUSTZMBMCVNTP38,Business,185465.02,2025-11-24
ACCATUW7DCBRJY7,CUSRXT46JGWEUKB,Savings,61988.36,2022-11-05
ACC6RKXSDQI9ZSQ,CUSXH18STXGKCEZ,Checking,65659.61,2024-03-11
ACCGT6MBM7NRL1U,CUSMQVVE4BGIW2V,Savings,15305.04,2022-11-01
ACCG24X0JYI93R4,CUSTQRT3STZHAWQ,Savings,168497.96,2020-06-19
ACCVNMLMNMODMU3,CUSX73462NXATNR,Checking,113855.64,2021-09-30
ACCJ0VNBHANT690,CUS28VBV6U5Z2UJ,Business,170827.06,2019-02-10
ACC5ZW201B2A2ZK,CUSQ0B58ET6DG5S,Business,12232.15,2019-06-08
ACCSK5FH980VIEB,CUSOW3DD838PLUG,Business,198796.19,2025-09-25
ACC0RHN0E238NGE,CUSLA0V2C4HWSBZ,Savings,32295.64,2025-01-09
ACC87S4CPWRXMJA,CUS6Q26EBTNAXX4,Business,169671.25,2025-06-22
ACCD3DT4QL75YFE,CUSW83OZYLQIUAG,Savings,3928.44,2025-06-20
ACCUU2635KC9K6G,CUS7TWYX19O5UFJ,Checking,31589.12,2023-01-31
ACCZ0GAGIBJPA5S,CUS36NP3I66QHNY,Savings,127818.23,2025-01-05
ACCF0B23Z56P1BG,CUSMP0G5PMLRYIZ,Checking,133841.32,2020-06-19
ACCYGWIXYZE7F82,CUS8DEM20G7LT35,Checking,1671.65,2024-11-21
ACCRR9DCDLV6K9L,CUSF566I2BS1F51,Savings,180241.77,2025-07-06
ACCHHSD4DPNO84W,CUS119OLHD6ZEZL,Checking,75228.55,2019-11-30
ACCFX1U0WO8R215,CUSXS6Q5IHX8ICB,Checking,27786.57,2022-12-09
ACCM1W47THOSY2F,CUSIJWPY51FS1OI,Checking,92872.98,2020-08-01
ACC30GQNNOZBDN2,CUSLDOZY2NR4GLG,Business,24364.3,2023-10-07
ACCC172F7ZY67N9,CUSKE8OSV6F4Q7O,Savings,57977.92,2021-03-01
ACC9F8DX2G5SRGQ,CUSMYXY802ZXGVJ,Checking,27949.19,2022-08-17
ACCEHOHKLNL22M2,CUSUCEI7VARFLMD,Checking,32788.36,2024-01-01
ACC6XKBXDOA5SOY,CUS9OZ9MTC3JIUX,Savings,52870.58,2025-04-20
